name,repair_shop_type,repair_scope,contac,region,address,latitude,longitude,available_time
영동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-745-6300,충청북도,영동군 영동읍 난계로 1120-4,36.1780167967565,127.769605270784,08:30 ~ 18:00
회동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-743-8204,충청북도,영동군 영동읍 동정로 126,36.171242418055655,127.794060280198,08:30 ~ 18:00
(주)옥천현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,043-732-2200,충청북도,옥천군 옥천읍 옥천동이로 100-8,36.3014731839519,127.585973625204,08:50 ~ 17:50
옥천동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-733-8218,충청북도,옥천군 옥천읍 중앙로 190,36.3127204682194,127.576201175438,N
현대감곡상용서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,043-882-9191,충청북도,음성군 감곡면 중간말길16번길 59,37.111755291312,127.703747761343,08:30 ~ 17:30
음성현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,043-883-1771,충청북도,음성군 금왕읍 무극로 145,36.9891491174445,127.577048594033,08:30 ~ 18:00
대소점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-877-8204,충청북도,음성군 대소읍 대금로 687-2,36.9725698816165,127.512528823723,N
음성맹동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-877-8419,충청북도,음성군 맹동면 진성로 723,36.9125269963696,127.529232879526,08:30 ~ 18:30
음성남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-873-8208,충청북도,음성군 음성읍 음성로 39,36.9263418357119,127.685949864249,N
북제천현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,043-646-0589,충청북도,제천시 내토로 891,37.1564336083673,128.228402106951,08:00 ~ 18:00
제천현대상용서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,043-648-5300,충청북도,제천시 단양로14길 48-11,37.1183067161837,128.231525660428,08:30 ~ 18:00
청전동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-644-8160,충청북도,제천시 용두천로 344,37.1557312069325,128.21789041556,08:30 ~ 19:00
남천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-646-5131,충청북도,제천시 의병대로 134,37.1344629597872,128.21552375063135,N
대명공업사 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-646-2003,충청북도,제천시 장평천로 31,37.1241726743073,128.221210258669,09:00 ~ 18:00
청전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-653-2277,충청북도,제천시 청전대로6길 2,37.1466197483829,128.205957580252,09:00 ~ 18:00
현대자동차증평서비스,현대,고전압배터리 제외 전 작업 수리 가능,043-838-2044,충청북도,증평군 증평읍 두름로 113,36.7810668437213,127.595268006942,08:30 ~ 18:00
증평점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-838-8204,충청북도,증평군 증평읍 초중7길 43,36.7805095771238,127.570708477804,N
광혜원점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-535-8204,충청북도,진천군 광혜원면 장기길 5,36.98219556236372,127.44108753991614,08:30 ~ 18:30
진천북부점 블루핸즈,현대,모든수리,043-535-5544,충청북도,진천군 덕산읍 진성로 496,36.8949630402824,127.516326485676,08:30 ~ 19:00
진천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-533-6792,대구광역시,달서구 상화로 167,35.8101019976124,128.532159113781,08:30 ~ 18:30
송두점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-534-2338,충청북도,진천군 진천읍 덕금로 106-27,36.86948622681363,127.4623398400508,08:30 ~ 18:00
진천현대서비스,현대,모든수리,043-533-5386,충청북도,진천군 진천읍 문진로 1407,36.85149060217856,127.42738599616138,N
영운점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-252-8572,충청북도,청주시 상당구 단재로 157,36.615630774386325,127.50009480202574,08:30 ~ 19:00
동남점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-287-7804,충청북도,청주시 상당구 목련로 213-37,36.60743102611196,127.52428845660889,08:30 ~ 18:30
용암동부점 블루핸즈,현대,모든수리,043-285-8277,충청북도,청주시 상당구 용암북로168번길 11-2,36.6227001086398,127.515953667799,N
탑동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-235-8201,충청북도,청주시 상당구 중고개로 364,36.6316133262008,127.500924800926,N
분평점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-284-8205,충청북도,청주시 서원구 1순환로 1019-2,36.6081357747148,127.481122179899,08:30 ~ 18:00
청남현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,043-292-8204,충청남도,부여군 부여읍 사비로54번길 17,36.277416713344266,126.91248219007788,N
사직점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-271-8204,부산광역시,동래구 여고로 32,35.1952743001172,129.067431481052,휴무일
개신점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-237-3451,충청북도,청주시 서원구 성봉로 161,36.6195819573564,127.451175634908,N
오창점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-217-8204,충청북도,청주시 청원구 오창읍 양청송대길 9-4,36.7133416357692,127.438793667932,08:30 ~ 17:30
내덕점(주) 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-216-7777,충청북도,청주시 청원구 1순환로 252-2,36.6634420326707,127.485023087741,08:30 ~ 18:30
남청원현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,043-212-1023,충청북도,청주시 청원구 2순환로 463,36.6687968240754,127.470113260787,N
청주북부점 블루핸즈,현대,모든수리,043-298-8205,충청북도,청주시 청원구 공항로 238-2,36.67828594145424,127.48465198031586,08:30 ~ 19:00
오창남부점 블루핸즈,현대,모든수리,043-214-8203,충청북도,청주시 청원구 오창읍 과학산업3로 78-15,36.6973928277141,127.421555142942,09:00 ~ 18:00
오창장대점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-218-8572,충청북도,청주시 청원구 오창읍 오창시내1길 13,36.7389302902293,127.457784752969,N
운천점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-275-3868,충청북도,청주시 흥덕구 1순환로 389,36.6555544941012,127.472693442168,N
가경점(주) 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-234-8204,충청북도,청주시 흥덕구 가경로101번길 27,36.6237705816781,127.437601247734,08:30 ~ 18:30
현대자동차오송서비스(주),현대,모든수리,043-232-0880,충청북도,청주시 흥덕구 강내면 가로수로 485,36.62380117259649,127.35343257369964,09:00 ~ 18:00
강서점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-237-8277,충청북도,청주시 흥덕구 서현로 14,36.6165746061664,127.42401222341,08:30 ~ 18:00
오송점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-234-9219,충청북도,청주시 흥덕구 오송읍 만수1길 4-2,36.6228193037667,127.327473998754,08:30 ~ 17:30
옥산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-260-1988,충청북도,청주시 흥덕구 옥산면 오송가락로 895,36.666454156761,127.380173630948,N
공단현대서비스,현대,모든수리,043-271-4467,충청북도,청주시 흥덕구 월명로201번길 2,36.6535288430994,127.453433677298,08:30 ~ 18:00
하복대점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-231-9999,충청북도,청주시 흥덕구 죽천로 98,36.637612432031545,127.43377380327308,08:30 ~ 18:00
금릉점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-851-8787,충청북도,충주시 국원대로 254,36.9943952624267,127.928531333791,N
연수점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-848-8482,인천광역시,연수구 동곡재로 31,37.414606139476376,126.6726772488274,09:00 ~ 18:00
봉방서부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-843-8204,충청북도,충주시 애향로 9,36.97535647798226,127.9114992028983,N
호암남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,043-844-9300,충청북도,충주시 원호암4길 26,36.955188868106,127.937674815336,N
선암점 블루핸즈,현대,모든수리,052-227-2555,울산광역시,남구 두왕로 80,35.510367516340224,129.30911965956054,08:30 ~ 18:00
동구화정현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-201-4100,울산광역시,동구 방어진순환도로 603,35.4956549255518,129.427042695665,09:00 ~ 18:00
일산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-236-2211,경기도,고양시 일산서구 고양대로 605,37.6869932179776,126.764383979186,08:30 ~ 18:00
호계남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-295-8572,울산광역시,북구 동대로 50,35.62802662862895,129.3575426169585,N
명촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-289-9945,울산광역시,북구 명촌8길 35,35.5537106910043,129.357326255768,N
울산현대상용서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,052-286-4747,울산광역시,북구 산업로 1515,35.6442867184753,129.3407406748583,09:00 ~ 18:00
매곡점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-272-8204,울산광역시,북구 신기15길 14,35.64680030950733,129.35567682743206,08:30 ~ 18:30
상안점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-294-1844,울산광역시,북구 신답1길 9-5,35.6284390146303,129.344266932267,N
효문현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-289-4001,울산광역시,북구 염포로 317,35.56031374763683,129.37402487042525,08:30 ~ 17:30
염포점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-288-8272,울산광역시,북구 염포로 753,35.527642648697224,129.39783126665054,08:30 ~ 18:00
북울산현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-289-1001,울산광역시,북구 죽전로 21,35.5654419021661,129.366406111056,08:30 ~ 17:30
북구진장현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-283-0012,울산광역시,북구 진장2길 19,35.5698420685879,129.359404675214,09:00 ~ 17:30
울산북구현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-287-7777,울산광역시,북구 효자로 146,35.5742193044128,129.367950340088,08:30 ~ 17:00
구영점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-248-5757,울산광역시,울주군 범서읍 대리3길 10-16,35.5665554047796,129.248935784068,08:30 ~ 18:00
천상점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-248-8204,울산광역시,울주군 범서읍 천상1길 19-17,35.5634185605144,129.231935994604,08:30 ~ 17:30
교동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-264-8282,강원특별자치도,속초시 동해대로 4334,38.2022245824368,128.569188117134,N
언양현대서비스,현대,모든수리,052-263-8272,울산광역시,울주군 상북면 봉화로 248,35.5710125375634,129.100840633512,09:00 ~ 18:00
서생점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-238-0091,울산광역시,울주군 서생면 해맞이로 1622,35.386044354668,129.340107387899,N
언양점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-263-2308,울산광역시,울주군 언양읍 남천로 170,35.5647460406558,129.112503646888,N
동이천현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-637-0063,경기도,이천시 대월면 경충대로1937번길 43,37.2399480414308,127.501039682222,08:30 ~ 18:00
부발점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-637-8504,경기도,이천시 부발읍 경충대로 1754,37.2354793366559,127.519342854396,08:30 ~ 18:00
부발신하점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-638-8885,경기도,이천시 부발읍 경충대로 2170,37.2576205195382,127.485131704704,08:30 ~ 18:00
창전현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-635-7890,경기도,이천시 이섭대천로 1249,37.2819194760546,127.44669613720568,08:30 ~ 18:00
서이천현대서비스,현대,모든수리,031-631-2881,경기도,이천시 이섭대천로 1334,37.2875425703912,127.451982200075,08:30 ~ 18:00
장호원현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-643-0080,경기도,이천시 장호원읍 서동대로 8769-1,37.1157932530242,127.609129661575,08:30 ~ 18:00
이천증포점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-634-5171,경기도,이천시 증신로 170,37.2906226293506,127.450712739205,09:00 ~ 18:00
가람로중앙점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-947-1456,경기도,파주시 가람로21번길 7-20,37.7341445525263,126.751165829512,08:30 ~ 18:00
광탄점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-948-8260,경기도,파주시 광탄면 동거리길 42,37.7812373880016,126.849790152999,N
운정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-963-7773,경기도,파주시 교하로159번길 55,37.7240855145129,126.740841133152,08:30 ~ 18:30
동패점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-947-7884,경기도,파주시 동패로7번길 52,37.7092233009818,126.734451408935,08:30 ~ 18:00
신성자동차정비공장 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-953-7788,경기도,파주시 문산읍 문향로 92,37.8595363050356,126.786971050069,N
문산동부현대서비스,현대,모든수리,031-952-2373,경기도,파주시 문산읍 우계로 430-13,37.8582182864383,126.796694002755,08:30 ~ 18:00
금촌북부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-945-8204,경기도,파주시 시청로 229,37.7710500411313,126.773578947445,N
(주)파주현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-949-8074,경기도,파주시 월롱면 도감로 164,37.79137432588784,126.80287405892224,08:30 ~ 18:00
파주현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-949-9141,경기도,파주시 월롱면 휴암로 235,37.81236333208491,126.7825504666524,N
조리점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-957-8608,경기도,파주시 조리읍 대원로 203,37.7352812428242,126.803451702706,N
조리현대서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,031-945-5300,경기도,파주시 조리읍 등원로330번길 41,37.7718150794354,126.832391165127,N
두원현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-948-2121,경기도,파주시 조리읍 통일로 477-14,37.7555205299267,126.801278416575,08:30 ~ 18:00
교하당하점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-943-8543,경기도,파주시 천정구로 81-1,37.74277979473585,126.75134114777866,08:30 ~ 18:00
하남현대종합서비스(주),현대,모든수리,02-6956-2470,경기도,하남시 초광산단동로 8,37.5283761376227,127.173137827882,08:30 ~ 18:00
반송점(주) 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-8003-8272,경기도,화성시 동탄구 10용사로 416,37.1993301241843,127.063429569259,N
남양점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-355-9800,경기도,화성시 만세구 남양읍 수작이길 115,37.2131326652626,126.814859073473,08:30 ~ 18:00
반송중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-8015-1239,경기도,화성시 동탄구 노작로3길 37,37.1962689718767,127.077528905158,N
동탄남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-372-1868,경기도,화성시 동탄구 동탄기흥로257번가길 39,37.1798228010962,127.091614310884,08:30 ~ 18:00
동탄중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-378-6003,경기도,화성시 동탄구 동탄대로14길 5-3,37.18515067384031,127.10163365015752,08:30 ~ 18:00
동탄장지점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-373-1522,경기도,화성시 동탄구 동탄대로2길 90-15,37.1555521436069,127.113272496957,08:30 ~ 18:30
능동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-613-4442,경기도,화성시 동탄구 동탄하나2길 10,37.21423951428361,127.06229064628614,08:30 ~ 18:30
남양현대서비스,현대,모든수리,031-366-9930,경기도,화성시 만세구 남양읍 주석로 370-17,37.202409158847416,126.86239962771371,08:30 ~ 18:00
매송점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-292-2244,경기도,화성시 효행구 매송면 화성로 2371-4,37.2497748082744,126.924945623085,N
진안점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-226-5547,경기도,화성시 병점구 병점4로 55,37.214600640186,127.036943070872,N
봉담남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-278-8204,경기도,화성시 효행구 봉담읍 삼천병마로 1307-9,37.221862960715,126.950360771642,09:00 ~ 17:30
봉담점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-898-8204,경기도,화성시 효행구 봉담읍 와우안길 108,37.2206081739774,126.97415661547822,09:00 ~ 18:00
반송동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-8015-3352,경기도,화성시 동탄구 10용사3길 4,37.1945457748655,127.066286429708,08:30 ~ 18:00
(주)화성현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-356-6200,경기도,화성시 만세구 송산면 송산로 84,37.21738980027961,126.72904890412016,08:30 ~ 18:30
화성양감현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-5186-1851,경기도,화성시 만세구 양감면 은행나무로 23,37.064800201326335,126.93249871494903,08:00 ~ 17:00
우정점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-358-4499,경기도,화성시 만세구 우정읍 기아자동차로 541,37.06372866397381,126.79400563158153,N
정남점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-352-7766,경기도,화성시 효행구 정남면 만년로 400,37.157468391378536,126.9826450686958,09:00 ~ 18:00
태안대형점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-223-5433,경기도,화성시 병점구 정조로 63,37.21730796546896,127.02832316956064,09:00 ~ 18:00
화성남양현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-356-3816,경기도,화성시 만세구 남양읍 주석로 370-17,37.202409158847416,126.86239962771371,08:30 ~ 18:00
팔탄상용현대서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,031-8059-7755,경기도,화성시 만세구 팔탄면 버들로 1317,37.12810243123284,126.85105019552176,N
팔탄현대서비스,현대,모든수리,031-358-4949,경기도,화성시 만세구 팔탄면 포승향남로 2960-4,37.1562007109547,126.911961452569,08:30 ~ 18:00
온산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-238-8448,울산광역시,울주군 온산읍 덕신로 248,35.43322099615581,129.30847733011103,08:30 ~ 19:00
만장공업사 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-238-0002,울산광역시,울주군 온양읍 덕망로 290,35.4542332040357,129.291885875689,08:30 ~ 18:00
온양현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-234-0032,충청남도,아산시 곡교천로125번길 35,36.79532636998329,126.9897601878122,08:30 ~ 18:00
남울산현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,052-268-8287,울산광역시,울주군 청량읍 온산로 323,35.4667772748029,129.329091342701,08:30 ~ 17:30
반구중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-292-5600,울산광역시,중구 구교로 133,35.55705867521596,129.33838144411402,08:30 ~ 18:00
문산점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-952-7304,경기도,파주시 파주읍 충현로 42-8,37.84932656934672,126.79345181985278,08:30 ~ 13:00
금촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-945-6622,경기도,파주시 평화로 4,37.75841282804102,126.77342568610466,08:30 ~ 18:00
소사벌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-654-0633,경기도,평택시 비전3로 193-10,37.00902891391785,127.12092089008615,08:30 ~ 18:00
신장점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-663-0955,경기도,평택시 신장로 176,37.0901444484703,127.053710367023,08:30 ~ 18:00
칠원점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-618-6060,경기도,평택시 신촌로 95,37.0271236141478,127.110627032789,08:30 ~ 18:30
평택남부현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-652-4848,경기도,평택시 신평로 67,36.9730525370106,127.105517454913,08:30 ~ 18:00
안중점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-681-8224,경기도,평택시 안중읍 안청로 68,36.9948825851126,126.91518423179,08:30 ~ 17:00
안중현대서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,031-682-1900,경기도,평택시 안중읍 안중6길 2-1,36.9904819710948,126.940913992982,00:00 ~ 24:00
팽성점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-691-4856,경기도,평택시 팽성읍 안정로 215,36.9696042378844,127.063521442838,09:00 ~ 18:00
(주)포승자동차 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-681-9777,경기도,평택시 포승읍 포승서로 80,36.997502197435615,126.8556203293651,08:30 ~ 18:00
포승점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-681-2263,경기도,평택시 포승읍 평택항로184번길 4-9,36.9748136702994,126.844107862922,08:30 ~ 18:00
서평택현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,031-686-8777,경기도,평택시 포승읍 포승서로 80,36.997502197435615,126.8556203293651,08:30 ~ 18:00
가산현대서비스(주),현대,고전압배터리 제외 전 작업 수리 가능,031-542-1111,서울,금천구 가산로 29,37.4711493354161,126.899764260583,N
황학점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,02-2235-8204,서울,중구 난계로19길 2,37.5695178603793,127.023046429588,N
광희점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,02-2275-8204,서울,중구 마른내로 139,37.56481866160994,127.00350089043924,N
면목동부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,02-491-8272,서울,중랑구 동일로 596,37.5835736290485,127.080165924595,N
중화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,02-496-9972,서울,중랑구 동일로 828,37.6044916357405,127.079295976043,N
신내점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,02-495-8664,서울,중랑구 봉화산로 226,37.60769603813473,127.09785918791168,08:30 ~ 19:30
세종금남점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,044-868-5185,세종특별자치시,금남면 용포로 112,36.4686992426816,127.281766973742,08:30 ~ 18:00
세종부강점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,044-866-8203,세종특별자치시,부강면 연청로 1040,36.5289307057401,127.38770869243,08:30 ~ 18:00
북세종현대서비스,현대,고전압배터리 제외 전 작업 수리 가능,044-998-7988,세종특별자치시,연서면 당산로 487,36.5737907647619,127.289624860951,08:30 ~ 18:00
세종서부점 블루핸즈,현대,모든수리,044-867-6671,세종특별자치시,장군면 장척로 536,36.497985306257696,127.21697783122892,08:30 ~ 18:30
서창점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,044-865-8204,광주광역시,서구 풍서좌로 247,35.126691544326206,126.84260638578586,N
무거점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-222-4454,울산광역시,남구 남부순환도로 1,35.5493575339563,129.26414262668206,08:30 ~ 18:30
달동중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-265-8203,울산광역시,남구 도산로101번길 4-8,35.5315434034642,129.326041936626,N
신정남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-257-2217,울산광역시,남구 돋질로 111,35.5397208423725,129.317652757429,08:30 ~ 18:00
달동남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-999-9299,울산광역시,남구 삼산중로 9,35.534394864681964,129.3364985079594,08:30 ~ 18:00
삼산남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-276-2276,울산광역시,남구 정동로6번길 19,35.5349343796945,129.345788275152,N
신정중부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-257-8272,서울,양천구 신정중앙로 40,37.5271540819732,126.85618389389,09:00 ~ 18:00
현대종합정비,현대,모든수리,052-273-5600,경상남도,양산시 중앙우회로 147,35.3481468989589,129.038236700237,N
동울산정비 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-201-0029,울산광역시,동구 방어진순환도로 448,35.48725856605571,129.4165642631672,09:00 ~ 17:30
마전점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-568-1033,인천광역시,서구 완정로64번길 56,37.59564988465513,126.67294380306208,N
인천서구현대상용서비스,현대,고전압배터리 제외 전 작업 수리 가능,032-564-1516,인천광역시,서구 봉수대로501번길 62,37.520749132132885,126.655111795294,08:00 ~ 17:30
태극모터스 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-8365-800,인천광역시,옹진군 백령면 백령로 855,37.9579327953466,124.663733293909,08:00 ~ 17:00
하늘도시점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-746-8204,인천광역시,중구 관창로4번길 20,37.4929922631683,126.532998427415,08:50 ~ 17:30
인천공항점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-710-7436,인천광역시,중구 용유서로172번길 56,37.45217999456612,126.3911637087185,04:00 ~ 24:00
운서점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-746-3235,인천광역시,중구 은골로 77,37.49641487030666,126.49084007510145,09:00 ~ 18:00
신포점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-888-7117,인천광역시,중구 인중로182번길 6-3,37.4692406316134,126.624665405333,08:30 ~ 18:00
발안점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,031-354-8204,경기도,화성시 만세구 향남읍 발안만세길 67,37.1296388507345,126.90008590948,08:30 ~ 18:00
태화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-247-8998,경상북도,안동시 경동로 427,36.5690687616057,128.70678787110054,08:30 ~ 18:00
서동점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,052-293-1472,울산광역시,중구 북부순환도로 895,35.5809380822412,129.347848925452,N
강화점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-934-5959,인천광역시,강화군 강화읍 강화대로 286-1,37.7414973881543,126.497999565797,09:00 ~ 18:30
작전남부점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-544-7784,인천광역시,계양구 계양대로 67-13,37.5296814448998,126.721626261253,08:30 ~ 18:00
서운점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-554-8572,인천광역시,계양구 살라리로1번길 2,37.5372591791541,126.744912865577,N
박촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-541-8204,인천광역시,계양구 서부간선로 289,37.5564466702725,126.748208759038,08:30 ~ 18:00
(주)아진모터스 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-546-2100,인천광역시,계양구 아나지로 434,37.525292778505246,126.74025882504516,08:03 ~ 18:00
간석점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-501-8855,인천광역시,남동구 경인로 776,37.4786879896376,126.71099144219524,09:00 ~ 18:00
남촌점 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-467-8008,인천광역시,남동구 남촌로 122,37.4314534501742,126.712472479443,N
(주)남동서비스 블루핸즈,현대,고전압배터리 제외 전 작업 수리 가능,032-446-2215,충청남도,아산시 온천대로 1790-9,36.77303520129077,127.03527057977156,08:30 ~ 18:00
